age,education,balance,duration
33,secondary,13160,212
40,primary,352,258
41,primary,372,117
39,primary,2460,194
29,secondary,111,114
41,secondary,-618,215
30,tertiary,5,58
48,secondary,-817,175
44,tertiary,756,122
56,primary,533,166
35,tertiary,0,89
59,tertiary,0,189
40,secondary,149,159
36,secondary,3832,393
32,tertiary,1196,508
26,tertiary,17,522
28,secondary,455,166
38,secondary,50,545
51,tertiary,1988,67
40,primary,42,264
32,secondary,514,812
38,secondary,373,404
26,secondary,-759,191
54,tertiary,95,104
27,secondary,70,170
34,tertiary,-73,90
38,secondary,-728,333
36,secondary,-456,252
33,secondary,0,443
59,tertiary,39,67
39,secondary,37,467
38,secondary,1932,159
51,secondary,-192,57
37,secondary,1672,484
34,tertiary,161,378
34,primary,479,772
35,secondary,372,230
36,tertiary,1339,136
51,secondary,550,451
27,secondary,941,124
37,secondary,0,283
34,tertiary,1049,55
33,tertiary,236,203
37,secondary,263,143
33,secondary,32,43
53,secondary,447,108
38,secondary,114,117
50,secondary,0,170
40,tertiary,-83,131
26,primary,528,102
31,tertiary,0,151
55,secondary,5,269
27,tertiary,6,143
31,secondary,-161,196
50,secondary,-682,479
39,tertiary,710,211
51,secondary,58,128
43,secondary,-260,183
34,tertiary,9,439
53,tertiary,-670,86
60,primary,58,165
42,secondary,128,148
47,secondary,1139,106
27,secondary,428,321
38,secondary,31,891
47,tertiary,761,80
46,primary,776,76
41,secondary,-172,132
45,secondary,0,216
55,tertiary,561,318
37,secondary,407,141
37,secondary,0,906
51,tertiary,0,139
55,secondary,983,41
32,secondary,0,93
58,tertiary,342,564
34,primary,46,31
28,tertiary,17,16
47,secondary,1073,518
47,tertiary,416,87
34,unknown,12,504
39,secondary,671,98
57,secondary,8,93
57,secondary,2518,82
32,secondary,0,223
59,secondary,5,67
41,secondary,1499,59
58,secondary,100,186
49,secondary,3728,1060
29,secondary,287,249
31,secondary,183,60
36,secondary,611,126
56,secondary,107,52
51,tertiary,174,222
29,primary,243,109
34,secondary,406,113
39,secondary,401,112
34,secondary,444,173
33,tertiary,1249,261
43,primary,392,87
42,secondary,645,42
34,secondary,-745,131
36,secondary,48,147
50,secondary,0,717
34,secondary,3814,286
35,primary,167,614
38,primary,-21,50
42,primary,0,83
47,secondary,-226,289
41,tertiary,177,117
32,tertiary,0,85
48,secondary,0,487
44,secondary,-146,256
49,primary,0,103
46,unknown,76,181
56,tertiary,-762,348
43,secondary,0,154
46,secondary,834,196
55,secondary,991,593
35,tertiary,0,71
56,primary,0,118
44,tertiary,851,47
29,secondary,0,314
58,primary,0,965
56,tertiary,40,123
52,secondary,5,94
42,tertiary,484,144
58,secondary,0,116
35,secondary,141,146
32,secondary,413,712
30,primary,35,366
50,tertiary,383,502
38,tertiary,0,260
38,secondary,0,184
44,primary,71,251
45,tertiary,2220,128
60,secondary,1099,764
60,tertiary,2222,1120
59,primary,-86,16
37,tertiary,986,970
29,tertiary,983,963
49,secondary,-195,64
55,secondary,204,1973
39,primary,0,117
37,tertiary,586,141
55,secondary,642,232
41,secondary,488,178
33,unknown,1534,1041
48,primary,0,324
32,tertiary,1660,1389
27,secondary,-36,120
59,secondary,1250,61
52,tertiary,698,213
55,tertiary,2848,121
42,secondary,426,636
59,unknown,178,330
40,tertiary,1225,919
31,secondary,1661,100
37,secondary,-601,210
37,secondary,1448,71
26,secondary,93,255
33,primary,212,260
34,secondary,25,666
59,secondary,3812,498
37,tertiary,466,92
47,secondary,338,344
55,primary,410,221
28,primary,565,189
50,tertiary,1840,184
40,secondary,-186,154
35,secondary,0,271
54,primary,0,159
35,tertiary,260,134
54,primary,311,470
44,tertiary,430,221
40,secondary,178,595
46,primary,830,211
34,secondary,157,254
49,secondary,0,178
45,secondary,0,106
31,tertiary,696,184
32,secondary,0,333
37,tertiary,3841,69
37,secondary,1059,94
40,primary,0,271
36,unknown,756,396
45,unknown,458,145
31,primary,-357,215
58,primary,2769,94
27,secondary,3638,271
44,secondary,1074,911
35,secondary,483,165
50,secondary,5,196
25,secondary,184,437
36,primary,-608,135
39,tertiary,83,193
38,secondary,84,328
42,unknown,302,342
32,unknown,23,425
38,tertiary,349,151
35,tertiary,272,163
31,secondary,505,773
30,secondary,4,188
25,tertiary,10,549
47,secondary,3466,853
31,secondary,916,172
29,secondary,93,161
44,secondary,0,96
35,secondary,-203,1649
53,unknown,257,1310
46,secondary,853,1187
36,secondary,-318,135
47,primary,3038,151
43,secondary,73,324
39,secondary,-810,77
37,tertiary,0,122
33,secondary,162,122
45,secondary,-388,175
29,secondary,10,246
35,secondary,1287,330
59,secondary,1139,607
46,secondary,1299,104
39,secondary,186,114
58,secondary,821,83
33,secondary,-406,332
35,secondary,0,125
49,primary,2356,236
55,secondary,935,65
31,tertiary,338,216
25,secondary,-41,114
43,secondary,500,324
34,tertiary,1906,68
25,secondary,-375,61
45,primary,132,179
52,primary,-2,349
29,tertiary,138,113
32,secondary,187,90
47,secondary,568,256
48,tertiary,58,102
45,secondary,-149,287
30,secondary,-94,41
38,secondary,2283,221
45,primary,660,329
31,secondary,78,97
60,secondary,2674,96
35,tertiary,1859,227
36,secondary,0,80
50,secondary,3258,56
49,tertiary,176,102
44,secondary,781,194
42,secondary,682,285
33,tertiary,-104,231
41,secondary,201,53
55,primary,343,276
37,secondary,2575,505
48,unknown,279,211
55,secondary,225,116
29,primary,10,135
59,secondary,-341,94
27,secondary,-517,172
40,secondary,900,84
37,primary,689,367
34,secondary,800,103
33,secondary,179,244
28,secondary,36,158
29,secondary,64,611
51,tertiary,248,78
58,primary,226,306
55,tertiary,481,79
31,secondary,-160,126
44,tertiary,0,289
40,secondary,992,297
45,tertiary,706,66
60,secondary,1130,64
51,primary,0,120
30,secondary,450,72
40,secondary,1749,767
31,secondary,393,328
42,secondary,-336,151
56,tertiary,142,329
35,primary,1266,84
34,tertiary,0,105
53,unknown,876,214
25,secondary,-559,189
35,secondary,2436,1397
29,tertiary,581,192
32,secondary,-230,331
31,secondary,6,155
41,primary,1821,137
51,primary,30,333
46,tertiary,2262,44
44,secondary,476,173
30,secondary,635,209
53,secondary,-391,122
32,tertiary,184,238
39,secondary,287,84
60,tertiary,0,363
28,secondary,7,226
55,secondary,34,97
43,secondary,-416,80
46,unknown,2273,187
28,secondary,62,467
48,secondary,101,549
33,secondary,390,254
32,tertiary,8300,460
46,tertiary,0,247
43,tertiary,0,1153
32,tertiary,210,121
46,secondary,922,151
49,secondary,1916,281
27,primary,-238,132
33,tertiary,75,126
34,tertiary,344,56
35,secondary,1140,69
45,secondary,91,55
48,secondary,67,251
48,tertiary,308,125
35,primary,-230,183
36,tertiary,0,119
59,secondary,2291,127
43,tertiary,1344,74
36,tertiary,327,74
34,secondary,313,634
52,tertiary,1416,297
60,primary,21,113
32,tertiary,47,213
44,secondary,272,51
36,tertiary,733,124
50,tertiary,1622,58
54,secondary,1987,219
32,secondary,-169,310
37,secondary,223,144
37,primary,577,76
32,secondary,396,41
32,secondary,596,397
28,secondary,2919,101
33,secondary,0,305
47,secondary,-331,227
50,primary,1580,111
53,primary,-24,319
38,secondary,976,766
54,secondary,171,673
32,tertiary,240,86
37,tertiary,41,388
32,secondary,2353,334
54,unknown,0,191
47,secondary,104,77
42,unknown,-291,129
49,secondary,280,162
45,secondary,-14,292
44,primary,3113,331
34,tertiary,146,788
34,tertiary,-123,64
49,primary,784,171
42,secondary,-369,72
43,primary,1491,105
40,primary,45,106
41,tertiary,783,126
47,tertiary,0,122
43,primary,-76,124
35,secondary,417,201
34,secondary,855,616
50,tertiary,6739,68
52,secondary,248,245
32,tertiary,2,79
50,secondary,85,130
40,secondary,1539,204
58,tertiary,327,145
40,unknown,0,699
29,unknown,627,140
30,secondary,0,768
50,secondary,156,1130
41,tertiary,3016,80
43,secondary,145,341
57,secondary,808,417
45,secondary,144,154
42,tertiary,831,455
53,tertiary,0,85
49,tertiary,261,225
27,secondary,639,243
57,secondary,107,85
29,secondary,85,76
33,secondary,0,163
43,tertiary,408,568
35,secondary,-102,334
43,tertiary,189,1062
52,secondary,280,393
51,tertiary,50,364
31,secondary,0,229
31,tertiary,0,118
39,tertiary,0,111
29,secondary,-191,115
57,primary,1276,103
42,secondary,86,385
35,secondary,0,245
41,secondary,-1,140
35,tertiary,31,124
41,secondary,0,93
30,secondary,332,465
52,secondary,279,197
43,primary,-441,216
37,secondary,1780,392
57,secondary,24,407
47,secondary,0,81
43,secondary,778,619
54,secondary,522,81
54,primary,308,248
39,secondary,1068,214
37,secondary,1328,201
33,secondary,-110,425
44,secondary,163,1669
45,secondary,1196,108
35,secondary,0,460
53,secondary,2231,272
33,secondary,0,166
53,tertiary,118,431
39,primary,34,377
33,primary,908,184
53,tertiary,0,119
40,secondary,160,123
40,tertiary,0,109
51,tertiary,-2282,301
41,tertiary,533,257
29,secondary,97,136
35,primary,0,340
31,secondary,0,387
34,primary,351,326
43,secondary,764,557
55,secondary,541,512
50,secondary,2406,197
43,secondary,615,97
39,secondary,350,109
34,secondary,0,194
58,secondary,409,643
28,secondary,-76,1271
53,secondary,-162,81
30,secondary,-287,244
51,secondary,242,1336
50,tertiary,305,111
47,secondary,1875,157
55,secondary,204,455
52,primary,0,218
31,tertiary,153,118
31,secondary,1173,444
58,primary,1987,185
32,tertiary,418,138
50,secondary,2,171
48,secondary,742,304
57,secondary,-305,43
35,secondary,0,167
31,secondary,0,347
32,secondary,7522,240
36,primary,4324,565
40,primary,-90,716
42,secondary,-249,149
51,secondary,-406,150
36,primary,1580,615
39,secondary,498,149
39,secondary,142,424
47,tertiary,3659,364
36,primary,51,179
37,secondary,0,235
37,secondary,0,330
59,primary,0,160
31,secondary,23,77
48,secondary,-621,552
46,secondary,211,36
29,secondary,184,46
36,secondary,-128,821
49,secondary,204,198
39,tertiary,0,894
38,tertiary,263,84
43,secondary,274,335
33,secondary,1114,250
33,tertiary,40,110
36,secondary,-194,133
34,secondary,0,78
27,secondary,0,227
40,secondary,79,223
44,primary,241,164
29,secondary,428,131
38,secondary,-295,356
27,secondary,1,116
30,secondary,638,358
35,secondary,-870,180
55,primary,284,252
29,secondary,2312,109
44,tertiary,58,72
35,secondary,819,102
47,primary,530,457
51,tertiary,1537,400
48,secondary,339,123
28,secondary,0,546
52,secondary,0,231
41,secondary,514,321
40,secondary,-349,31
29,secondary,1,56
52,tertiary,25,170
37,secondary,0,101
56,tertiary,1631,376
58,secondary,928,656
34,secondary,-353,122
59,primary,37,335
33,secondary,137,136
42,secondary,324,528
59,tertiary,296,805
30,tertiary,13,21
51,primary,382,56
37,secondary,0,129
42,secondary,758,129
40,tertiary,0,125
52,unknown,370,101
29,secondary,926,169
37,secondary,79,110
32,primary,0,175
42,secondary,-145,231
49,secondary,30,439
59,secondary,1121,249
32,secondary,1076,353
43,tertiary,254,104
39,secondary,1930,92
52,primary,0,131
33,secondary,437,184
60,secondary,0,94
35,tertiary,286,164
47,secondary,0,56
34,secondary,1005,274
31,secondary,-84,75
52,secondary,-36,199
43,secondary,860,131
38,tertiary,7752,138
35,secondary,3508,94
53,secondary,425,416
34,secondary,390,659
34,secondary,223,202
41,unknown,402,368
37,primary,0,265
61,secondary,76,195
45,unknown,557,80
50,secondary,-731,401
44,secondary,100,71
59,primary,-90,41
37,tertiary,24,280
44,tertiary,468,289
38,tertiary,0,77
41,tertiary,4,63
45,secondary,0,533
26,secondary,155,76
25,secondary,333,1056
33,unknown,392,753
56,secondary,105,80
29,primary,0,317
35,secondary,0,129
59,secondary,0,237
38,secondary,164,188
58,tertiary,3864,815
40,secondary,5,117
37,tertiary,1094,101
48,tertiary,269,109
41,secondary,1321,315
42,tertiary,843,226
26,secondary,27,49
51,secondary,509,121
60,secondary,1091,778
41,secondary,0,368
40,secondary,0,103
46,secondary,311,232
43,secondary,59,60
42,tertiary,-100,87
31,secondary,10,156
56,primary,109,924
29,unknown,2,65
32,tertiary,752,256
51,tertiary,146,132
60,tertiary,20,207
53,secondary,0,152
34,secondary,291,646
30,primary,2686,808
31,tertiary,582,58
42,secondary,-178,178
42,secondary,-1386,56
43,tertiary,348,88
54,secondary,-57,364
57,secondary,458,177
38,tertiary,465,156
27,secondary,1228,77
53,primary,4143,200
46,secondary,1590,59
29,secondary,162,126
53,secondary,1278,174
42,tertiary,0,133
53,primary,38,321
36,secondary,0,201
36,secondary,0,571
36,tertiary,854,503
57,secondary,1275,377
33,tertiary,-988,83
58,secondary,0,53
47,primary,683,106
47,tertiary,1149,82
40,secondary,299,180
41,secondary,1838,135
34,secondary,29,387
45,tertiary,0,372
31,secondary,-112,128
34,primary,-109,860
47,primary,0,162
25,secondary,-352,246
46,tertiary,182,317
42,secondary,1,462
48,secondary,729,277
37,secondary,0,280
29,tertiary,0,218
32,secondary,217,317
57,primary,1238,274
34,tertiary,160,130
47,primary,185,116
47,tertiary,512,98
28,tertiary,1,92
41,secondary,10438,141
34,secondary,0,144
36,secondary,0,794
44,secondary,4353,90
43,tertiary,8224,70
45,primary,-207,878
52,primary,217,193
27,secondary,1928,513
27,unknown,59,792
28,secondary,-34,355
51,secondary,65,881
29,secondary,153,734
60,secondary,597,981
39,secondary,0,103
46,primary,174,90
32,tertiary,222,820
51,secondary,-799,1001
37,secondary,1020,348
59,secondary,122,129
36,tertiary,287,119
33,tertiary,71,94
45,secondary,24,192
27,secondary,454,331
36,secondary,-231,779
29,tertiary,0,91
43,tertiary,1,61
35,tertiary,300,555
41,tertiary,226,157
25,secondary,534,167
36,tertiary,112,83
43,tertiary,1154,603
60,primary,0,111
31,secondary,31,211
38,secondary,0,105
37,tertiary,1775,514
35,secondary,313,479
49,secondary,-268,111
45,tertiary,0,112
49,unknown,463,541
44,secondary,4389,149
32,primary,142,257
57,secondary,1103,98
40,tertiary,-37,408
32,tertiary,4654,134
36,tertiary,84,306
48,secondary,3064,159
31,secondary,0,275
54,tertiary,4104,68
53,secondary,0,135
30,primary,0,716
42,secondary,0,257
39,tertiary,5009,1083
41,primary,664,955
44,secondary,-1,194
42,secondary,0,194
56,primary,17,123
32,secondary,3,612
36,secondary,7051,106
55,primary,4459,85
31,primary,0,237
31,secondary,303,196
39,secondary,345,179
41,primary,8,155
40,secondary,4025,107
38,secondary,340,260
36,secondary,0,687
39,secondary,1388,150
28,secondary,317,673
30,secondary,0,127
54,secondary,13,197
49,secondary,4177,275
36,secondary,297,157
50,secondary,219,419
38,secondary,0,146
38,tertiary,1425,347
36,secondary,185,136
54,primary,126,357
35,tertiary,2622,374
33,secondary,0,120
35,secondary,348,323
31,secondary,0,364
36,secondary,3420,98
30,tertiary,11,84
45,secondary,1786,78
50,tertiary,2629,59
45,primary,-183,395
39,tertiary,1531,543
58,secondary,19,106
54,secondary,0,209
37,primary,20,469
31,secondary,0,216
46,secondary,-563,769
37,secondary,729,115
29,tertiary,5,889
35,tertiary,635,547
25,secondary,0,1424
35,secondary,0,490
39,tertiary,285,838
40,secondary,884,166
58,tertiary,4048,270
46,tertiary,406,232
49,primary,278,112
36,secondary,898,118
33,secondary,-325,159
52,secondary,497,265
42,secondary,667,419
31,secondary,0,624
54,secondary,765,812
44,tertiary,764,97
47,unknown,107,119
27,tertiary,139,448
35,secondary,885,632
37,tertiary,6014,163
51,secondary,463,114
38,tertiary,83,32
52,secondary,82,1142
43,secondary,326,87
53,secondary,6258,62
60,secondary,480,341
36,secondary,321,160
25,secondary,377,1412
37,secondary,459,61
39,tertiary,0,41
36,secondary,0,276
44,secondary,345,208
45,tertiary,1063,41
32,secondary,210,298
28,tertiary,0,767
36,tertiary,446,174
29,secondary,0,186
53,secondary,2818,350
48,secondary,300,52
49,primary,0,46
30,unknown,0,510
51,primary,-11,126
38,tertiary,500,81
37,secondary,177,464
44,secondary,850,220
57,secondary,-37,31
37,tertiary,2265,64
45,tertiary,1293,188
33,secondary,346,172
52,secondary,-888,135
33,secondary,2,132
28,secondary,0,133
41,tertiary,143,141
35,secondary,4,130
32,primary,67,95
35,primary,319,221
52,primary,92,469
56,primary,563,51
34,secondary,855,578
51,primary,34,69
54,secondary,2761,771
57,primary,1728,164
56,secondary,0,390
45,secondary,0,154
57,tertiary,7699,178
37,primary,8,46
34,tertiary,-28,574
31,secondary,-230,715
47,secondary,1710,525
35,tertiary,-353,70
31,secondary,35,229
29,unknown,694,1806
42,secondary,422,400
26,secondary,1,92
33,primary,208,284
36,tertiary,64,130
47,unknown,496,151
37,secondary,0,46
56,tertiary,-563,79
31,tertiary,81,57
35,tertiary,-273,344
34,tertiary,431,401
46,primary,327,145
42,secondary,11,272
60,primary,686,122
32,secondary,8,226
41,tertiary,0,211
56,secondary,-199,428
54,secondary,0,156
29,tertiary,465,191
31,tertiary,38279,225
27,tertiary,151,496
32,secondary,0,195
25,tertiary,130,49
26,secondary,354,586
40,tertiary,-94,90
36,tertiary,673,689
51,secondary,1605,94
58,tertiary,299,120
58,unknown,2516,303
56,secondary,14,239
28,primary,0,129
45,primary,512,98
44,primary,1265,555
28,secondary,105,130
45,secondary,-55,124
39,tertiary,597,686
40,secondary,0,29
39,secondary,0,528
26,secondary,166,83
59,tertiary,3998,60
45,unknown,318,63
41,tertiary,340,206
37,secondary,0,1150
37,tertiary,1027,294
30,secondary,-393,435
36,tertiary,0,155
25,secondary,93,130
57,tertiary,29,294
26,secondary,-188,198
31,secondary,105,72
38,secondary,-768,57
36,secondary,324,830
40,secondary,6,464
27,secondary,100,57
46,tertiary,2987,318
37,secondary,12939,39
31,tertiary,256,873
57,secondary,975,166
60,primary,-444,227
45,tertiary,96,202
37,secondary,2707,109
36,primary,17,329
26,primary,-35,243
57,primary,0,214
47,secondary,28,142
31,secondary,85,151
50,tertiary,782,335
48,secondary,133,143
31,tertiary,127,122
48,tertiary,41,198
28,secondary,272,183
43,secondary,714,255
27,tertiary,77,143
39,tertiary,1315,885
56,primary,0,1222
56,tertiary,23,156
47,secondary,651,325
30,tertiary,319,91
39,primary,50,147
57,secondary,374,236
26,secondary,74,419
60,secondary,646,649
47,secondary,-4,77
25,secondary,158,231
34,tertiary,557,513
29,secondary,2870,988
35,secondary,975,102
32,tertiary,219,111
28,tertiary,1,241
58,primary,0,558
48,primary,119,177
34,primary,602,680
27,secondary,451,652
31,secondary,1210,350
25,secondary,-213,592
32,tertiary,1010,924
26,tertiary,55,165
48,primary,-31,128
50,secondary,907,68
31,tertiary,574,410
45,tertiary,2,192
47,secondary,25,81
48,secondary,268,128
38,tertiary,4,158
57,secondary,1403,547
43,secondary,184,1019
38,secondary,217,93
33,primary,39,332
32,secondary,1905,709
39,secondary,1323,188
34,secondary,889,417
30,secondary,-36,561
54,secondary,381,198
29,secondary,249,346
26,secondary,0,157
35,tertiary,387,254
44,unknown,1431,199
43,secondary,808,481
53,secondary,366,171
